,price_log,bedrooms,bathrooms,floors,condition_num,extracted_grade_num,waterfront_YES,greenbelt_YES,basement_1.0,sewer_PUBLIC,heat_Electricity/Solar,heat_Gas,heat_Gas/Solar,heat_Oil,sqft_lot_log,sqft_above_log,garage,patio
2369,13.028052697933088,3,2.5,1.0,3,7,0,0,1,1,0,1,0,0,8.961879012677683,6.946975992135418,1,1
15790,13.070964814318328,4,2.0,2.0,5,7,0,0,0,1,0,1,0,0,8.919988070968524,7.4673710669175595,1,1
1180,13.071070083016778,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.938662873666118,7.461640392208575,1,0
1221,13.480037821676145,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,9.149740749847252,7.762170607138205,1,1
6357,13.536953393289494,4,3.0,2.0,4,8,0,0,0,1,0,1,0,0,9.165865881874353,7.874739125171811,1,1
20873,14.403297222866392,5,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.552946361122055,8.058327306580958,1,1
13435,14.038654109278484,3,1.5,1.5,4,8,0,0,1,1,0,0,0,0,8.433811582477187,7.299797366758161,1,1
7889,13.62918097977278,2,2.0,1.5,3,7,0,0,1,1,0,1,0,0,8.338066525518801,7.146772179452637,1,1
5865,14.026581528044215,4,2.0,1.0,4,8,0,0,1,1,0,1,0,0,8.451053388911692,6.984716320118266,0,1
7744,13.473020249017498,3,2.5,2.0,5,7,0,0,0,1,0,1,0,0,8.969287400118406,7.495541943884256,1,1
19981,12.765688433465597,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,9.025335217553026,7.215239978730097,1,0
23684,13.190022025878143,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0,8.890135107818843,7.2078598714324755,1,1
5669,12.886641043883259,3,3.0,1.0,5,7,0,0,1,1,0,1,0,0,8.995412975433313,6.897704943128636,1,1
17987,13.091904169919621,3,2.0,1.5,4,7,0,0,0,1,0,0,0,0,8.939843124278502,7.162397497355718,1,1
25828,13.112313041550827,3,2.0,2.0,3,7,0,0,0,1,0,0,0,0,8.883224230278994,7.064759027791802,1,1
6406,13.122363377404328,4,2.0,1.0,3,7,0,0,0,1,0,1,0,0,9.03491498187007,7.200424892944957,1,1
18963,13.122353377354328,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0,9.000359807188254,7.05617528410041,1,0
158,13.038981768465277,3,2.0,2.0,4,7,0,0,0,1,0,0,0,0,8.988695696785708,7.029972911706386,1,1
26931,13.262125319779487,3,2.5,1.0,5,7,0,0,1,1,0,0,0,0,9.000359807188254,7.013915474810528,1,1
10308,12.911642346088676,4,2.5,1.0,3,7,0,0,0,1,0,0,0,0,9.35444071594994,7.098375638590786,1,0
1244,12.618182296357007,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0,8.888342869109282,7.1276936993473985,1,1
1247,13.253391639810733,3,2.5,1.0,5,7,0,0,1,1,0,1,0,0,8.880863609867356,7.162397497355718,1,1
21822,13.028052697933088,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0,8.865029186687766,7.265429723253953,1,1
26112,13.203021280421783,3,3.0,1.0,5,7,0,0,0,1,0,0,0,0,8.77909581088053,7.146772179452637,1,1
16769,13.128146622160056,3,2.0,1.0,3,7,0,0,1,1,0,1,0,0,8.768729817231666,7.098375638590786,1,1
9078,13.142166004700508,4,3.0,1.0,3,7,0,0,1,1,0,1,0,0,8.698180525197055,7.170119543449628,1,1
9387,13.17115354157376,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0,9.119101891541911,7.215239978730097,1,1
18064,13.091904169919621,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,8.772765209949785,7.1853870155804165,1,1
25140,13.262125319779487,3,2.5,2.0,5,7,0,0,0,1,0,1,0,0,8.70946507906336,7.27931883541462,1,1
877,13.017002861746503,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,8.899457906353966,7.299797366758161,1,1
8942,13.270783382522602,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.68929604801586,7.3777589082278725,1,0
20978,13.36138027787483,4,3.0,1.0,4,7,0,0,1,1,0,1,0,0,9.156834104453042,7.146772179452637,1,1
17994,13.514405465180353,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.798605650854423,7.595889917718538,1,1
17653,13.270783382522602,4,3.0,2.0,3,7,0,0,0,1,0,0,0,0,8.757783656334167,7.7706452341291765,1,1
28356,13.312983737012978,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0,9.106756055719613,7.3777589082278725,1,1
30093,13.329377546788654,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.729073550451737,7.590852123688581,1,1
923,13.554145793829866,4,3.0,2.0,4,7,0,0,0,1,0,1,0,0,8.729073550451737,7.8709295967551425,1,1
24173,13.071070083016778,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.77786371462117,7.478734825567875,1,1
26675,13.134291948269603,3,2.5,2.0,4,8,0,0,0,1,0,1,0,0,8.74623928838306,7.560080465021827,1,1
915,13.245562828871732,3,2.0,1.0,4,8,0,0,0,1,0,1,0,0,8.748304912379623,7.31986492980897,1,1
16349,13.304684934198283,4,2.5,2.0,4,8,0,0,0,1,0,1,0,0,8.808817483100642,7.5652752818989315,1,0
26396,13.275599353303187,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,9.01663425631559,7.799753318287247,1,0
29357,13.585468264958907,3,2.0,1.0,4,6,0,0,0,1,0,0,0,0,8.995660899074103,7.07326971745971,0,0
12928,10.819778284410283,3,2.0,1.0,4,6,0,0,0,1,0,1,0,0,9.007979359844501,7.358830898342354,0,0
25660,13.38472764187182,2,1.0,1.0,4,6,0,0,0,1,0,1,0,0,9.036106025364846,7.003065458786462,1,0
22557,13.541073712262515,2,1.0,1.0,4,6,0,0,0,1,0,0,0,0,9.03491498187007,6.745236349484363,1,0
1151,13.465953081794405,2,1.0,1.0,3,7,0,0,0,1,0,1,0,0,8.991686725934825,7.138866999945524,0,1
1643,13.262125319779487,2,2.5,2.0,3,8,0,0,1,1,0,1,0,0,7.636752112435779,6.966024187106113,1,0
29331,13.45166712454693,3,3.5,3.0,3,8,0,0,0,1,0,1,0,0,7.309212365692763,7.365180126021013,1,1
24559,13.500799813124575,3,2.5,2.0,3,8,0,0,1,1,0,1,0,0,7.399398083331354,7.038783541388542,1,1
14017,13.664687668229691,3,3.0,2.0,3,8,0,0,1,1,0,1,0,0,7.240649694255466,7.090076835776092,1,1
14180,13.415032991367148,3,2.5,3.0,3,8,0,0,0,1,0,1,0,0,7.2633296174768365,7.251344983372214,1,1
29688,12.304989948201142,4,3.0,1.0,5,8,0,0,1,1,0,1,0,0,8.939843124278502,7.177782416195197,1,1
23051,13.38472764187182,3,2.5,1.0,5,7,0,0,1,1,0,1,0,0,8.981681639973862,7.2078598714324755,1,1
14664,13.180632285528304,3,2.5,1.0,4,8,0,0,1,1,0,1,0,0,8.946895523888447,7.1853870155804165,1,1
4765,12.994530005894443,3,2.5,1.0,5,8,0,0,1,1,0,1,0,0,8.883224230278994,7.038783541388542,1,1
9617,13.190022025878143,3,2.5,1.0,4,8,0,0,1,1,0,1,0,0,8.891786635857315,7.222566018822171,1,1
4191,13.09704556942004,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.948975607841776,7.258412150595307,1,1
13285,13.190022025878143,3,2.0,1.0,4,8,0,0,1,1,0,1,0,0,8.885302512980633,7.146772179452637,1,0
3848,13.181575237036174,3,2.5,1.0,3,8,0,0,1,1,0,1,0,0,8.944028325260595,7.215239978730097,1,1
28499,13.270783382522602,4,2.0,1.0,3,7,0,0,1,0,0,1,0,0,9.072456664612796,7.138866999945524,1,1
5969,13.199324418540456,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,9.1649245084457,7.081708586105575,1,0
19661,13.551545012129809,3,3.0,2.0,4,7,0,0,1,1,0,1,0,0,9.211539652551664,7.9157131993821155,1,1
7801,13.244581010128577,3,2.0,1.5,4,6,0,0,0,0,1,0,0,0,9.360396968182862,7.24422751560335,0,1
11985,13.486659208474423,3,2.5,2.0,4,7,0,0,0,0,0,1,0,0,9.360913230455557,7.414572881350589,1,1
27999,12.959844447906553,3,1.0,1.0,3,6,0,0,1,1,0,1,0,0,10.003513866603253,6.866933284461882,0,1
15388,13.199324418540456,3,1.0,1.0,4,7,0,0,0,0,0,1,0,0,9.550306497851652,7.114769448366463,0,1
29621,13.521139497361697,3,2.5,2.0,4,7,0,0,0,1,0,1,0,0,8.358431899031295,7.31986492980897,1,1
23919,13.422467969854667,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.471986598578159,7.450079569807499,1,1
367,13.742939865129438,3,3.0,1.0,3,7,0,0,1,1,0,1,0,0,9.662879887470275,7.762170607138205,0,1
7535,14.239208434333499,5,2.5,2.0,3,9,0,0,0,1,0,1,0,0,8.723394022000136,7.992944547318106,1,1
13777,13.764217263576723,3,2.0,1.0,3,7,0,1,1,0,0,0,0,0,10.422340867989348,7.299797366758161,1,1
8101,13.353395730138775,3,1.0,1.0,3,7,0,0,0,1,0,0,0,0,9.27902652976463,7.222566018822171,0,1
29495,13.493926933836812,3,1.0,1.0,3,7,0,0,0,0,0,0,0,0,9.206332350578643,7.306531398939505,1,1
4825,13.795307850646754,4,2.0,1.0,3,7,0,0,1,0,0,0,0,0,11.614055042820233,7.1308988302963465,1,1
11023,14.193124737916662,5,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.677609912822142,7.897296472595885,1,1
848,14.240778293368619,5,3.5,2.0,3,9,0,0,0,1,0,1,0,0,9.011035410141815,7.803843303538772,1,1
12761,13.190022025878143,3,2.0,1.0,3,7,0,0,0,1,0,0,0,1,9.313799080344413,7.306531398939505,1,0
21197,13.036805489042683,2,2.0,1.0,3,7,0,0,0,1,0,0,0,0,9.440896383005846,7.081708586105575,0,0
19941,14.247292974389811,5,4.0,2.0,3,8,0,0,1,1,0,1,0,0,8.604837701268284,7.859413154693583,1,1
20408,13.785051350479566,3,1.0,1.0,3,7,0,0,1,0,0,0,0,1,12.436295082308677,7.371489295214277,1,1
6558,13.527828485512494,3,2.0,1.0,3,8,0,0,0,1,0,0,0,0,9.351839934249883,7.450079569807499,1,1
23695,14.73180128983843,5,4.0,1.0,3,8,0,0,1,1,0,0,0,0,10.602368264943834,7.8898337513942955,0,1
23696,14.73180128983843,6,3.0,2.0,3,8,0,0,0,1,0,0,0,0,10.045421048424794,8.216088098632316,1,0
29998,13.592367006650065,3,3.0,1.5,3,7,0,0,0,1,0,0,0,0,9.187890243138591,7.783224016336037,0,1
10874,13.909980384770906,4,2.0,1.0,4,7,0,0,1,1,0,0,0,0,11.612137115041177,7.408530566894626,1,0
26616,13.62918097977278,4,3.0,1.0,2,7,0,0,1,0,0,0,0,0,9.71202433782489,7.396335293800808,0,1
15234,14.021711388548171,4,2.5,2.0,3,8,0,0,0,1,0,0,0,0,10.804095957008176,7.824046010856292,0,1
3996,13.813508555293602,4,3.0,2.0,3,8,0,0,1,1,0,1,0,0,9.678717679477334,7.570443252057374,1,1
28283,13.764217263576723,1,2.0,1.0,3,6,0,0,0,0,0,1,0,0,10.855840167555305,7.306531398939505,0,0
430,13.617059619240436,4,1.5,1.0,4,7,0,0,1,0,0,0,0,1,9.3502762122737,7.098375638590786,1,0
6895,13.658856747918897,3,2.0,1.0,4,7,0,0,1,0,0,1,0,0,9.350015354048665,7.098375638590786,1,1
19759,13.190022025878143,2,1.0,1.0,3,6,0,0,0,0,0,0,0,0,9.299906815335225,6.579251212010101,0,1
28682,13.122363377404328,3,2.0,1.0,4,7,0,0,1,0,0,1,0,0,9.157572306437528,7.090076835776092,0,1
7276,13.664687668229691,5,4.0,2.0,3,9,0,0,0,1,0,1,0,0,8.925321416943886,7.940939762327791,1,1
28669,13.16158409055761,3,2.5,1.0,3,7,0,0,1,0,0,1,0,0,9.17076759685636,6.993932975223189,1,1
8013,13.142166004700508,3,2.5,1.0,4,7,0,0,1,0,0,1,0,0,9.175748927206564,7.003065458786462,1,1
326,14.085537695177335,4,2.0,1.0,5,7,0,0,1,1,0,1,0,0,8.656955133791396,6.984716320118266,0,1
4355,13.847977748101776,3,2.5,2.0,3,8,0,0,1,1,0,0,0,0,7.438383530044307,7.090076835776092,1,1
22736,13.527828485512494,3,2.0,2.0,3,8,0,0,1,1,0,1,0,0,7.409741954080923,6.907755278982137,0,1
15626,13.800396920154226,3,2.5,2.0,3,9,0,0,1,0,0,0,0,0,13.433642340411067,8.128585200374497,1,1
28489,13.623138665316818,4,3.0,1.0,3,8,0,0,0,0,0,0,0,0,11.803570643085202,7.649692623711514,1,1
17428,14.702619616474848,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0,9.000483164987708,8.006367567650246,1,1
14291,14.43662399827873,4,2.5,2.0,3,11,0,1,0,1,0,0,0,0,9.807527161390217,8.070906088787819,1,1
18453,14.557447902693651,4,3.5,3.0,3,11,0,1,0,1,0,0,0,0,9.841665338892785,8.250620082174692,1,1
23076,15.009433026436708,1,1.5,1.5,3,7,0,0,0,0,0,0,0,0,12.688508053990859,6.956545443151569,0,1
23077,15.009433026436708,8,4.0,1.0,3,6,0,0,0,0,0,0,0,0,12.201341471154272,8.245384468120747,0,1
8196,13.39239051461739,1,2.0,2.0,3,6,0,0,0,0,0,0,0,0,11.642970788309919,7.428927194802272,1,1
12386,15.013213749276614,3,2.5,2.0,3,11,1,0,1,0,0,1,0,0,11.739678494274102,8.739536422559677,1,1
1945,13.676249640055394,3,2.5,1.0,3,8,0,0,0,0,0,1,0,0,9.63847979712322,7.473069088032197,1,1
904,13.805409715784844,3,2.0,2.0,4,8,1,0,1,0,0,1,0,0,9.422786913742057,6.911747300251674,0,1
8548,13.715690222682063,3,2.5,1.0,4,9,0,0,1,0,0,1,0,0,10.569597499027667,7.512071245835466,0,1
16242,14.058456736574664,4,3.0,1.0,3,9,0,0,1,0,0,0,0,0,13.548614942415066,7.731930721948486,1,1
17184,13.57088797497294,3,3.0,1.0,3,7,0,0,1,0,0,1,0,0,10.470078954207976,7.365180126021013,0,1
27039,13.493926933836812,3,1.5,1.0,2,7,0,0,0,0,0,0,0,0,12.285313493338462,7.27931883541462,0,1
10814,12.90669184092882,2,1.0,1.0,4,6,0,0,0,0,0,0,0,0,10.513171599094814,6.917705609835305,0,1
16080,13.864300722133706,5,4.0,1.0,4,9,0,0,0,0,0,0,0,0,11.711513994228055,7.919356190660617,0,1
12956,13.049792684569493,3,2.0,1.0,4,7,0,0,1,0,0,0,0,0,11.598185308921051,7.003065458786462,1,1
12877,13.513053199930338,3,2.0,1.0,4,8,0,0,0,0,0,0,0,0,10.29667762976868,7.346010209913293,1,1
10473,13.458835614025542,3,1.0,1.0,4,7,0,0,0,0,0,0,0,0,11.783830079682698,7.02108396428914,0,1
29332,13.592304504696857,3,2.5,2.0,3,8,0,0,1,0,0,0,0,0,10.349390581417667,7.687080155783135,1,1
25028,13.652991628466498,3,3.0,1.0,3,7,0,0,1,0,0,0,0,0,12.315048119346304,7.450079569807499,1,1
9657,13.091904169919621,3,1.0,1.0,4,7,0,0,0,0,0,0,0,0,9.334767950351235,7.02108396428914,0,0
27331,12.165250651009918,3,1.5,1.0,3,6,0,0,1,0,0,0,0,1,12.027364552306054,7.333023014386481,0,1
11286,13.937728190688523,2,1.5,1.5,3,8,0,0,1,0,0,0,0,0,13.12162910789444,7.506591780070841,0,1
7398,14.430696197054507,5,3.0,1.0,3,9,0,0,1,0,0,1,0,0,12.390271605565948,7.779048644925556,1,0
16356,14.268812995486599,3,2.0,2.0,3,7,0,0,1,1,0,1,0,0,8.517193191416238,7.272398392570047,0,1
26725,12.948009990259552,1,1.0,1.0,3,4,0,0,0,1,0,0,0,0,8.912473274466036,6.173786103901937,0,1
22978,13.592367006650065,3,1.0,1.5,4,7,0,0,0,1,0,0,0,0,8.946244609330543,7.4205789054108005,0,0
10203,13.547631112808673,2,1.5,1.5,4,6,0,0,1,1,0,0,0,1,9.006999447958153,6.84587987526405,0,0
1454,13.263862939678027,3,2.0,1.0,3,7,0,0,1,1,0,0,0,0,9.006999447958153,7.106606137727303,1,1
4026,12.611537753638338,2,1.0,1.0,3,6,0,0,0,1,0,0,0,1,8.834482608620677,6.633318433280377,0,0
15861,13.573438996764546,4,2.0,1.0,4,7,0,0,1,1,0,0,0,1,9.006999447958153,7.138866999945524,0,0
11391,13.130331547053506,2,1.0,1.0,3,6,0,0,0,1,0,0,0,1,9.006999447958153,6.697034247666484,0,0
7709,13.017002861746503,2,1.0,1.0,3,6,0,0,0,1,0,0,0,0,9.116029692504942,6.579251212010101,0,0
3791,13.77468856344402,2,2.0,1.0,3,7,0,0,1,1,0,0,0,1,9.222268942841456,7.365180126021013,0,0
6263,13.071070083016778,2,1.0,1.0,3,5,0,0,0,1,0,0,0,0,9.118225083068378,6.565264970035361,0,1
25589,13.217673557208654,3,1.0,1.0,4,7,0,0,0,1,0,0,0,0,8.699514748210191,6.779921907472252,1,0
21461,13.480037821676145,5,2.0,1.0,4,6,0,0,0,1,0,0,0,0,9.210340371976184,7.358830898342354,0,0
8549,13.38472764187182,1,1.0,1.0,3,5,0,0,0,1,0,0,0,0,9.354786976341211,6.309918278226516,0,1
19774,13.785051350479566,3,2.0,1.0,5,7,0,0,1,1,0,0,0,0,8.943636705909594,6.956545443151569,1,0
20212,13.132313708257497,4,2.0,1.0,3,7,0,0,0,1,0,1,0,0,8.988446040062405,7.506591780070841,1,1
2259,13.457406021215947,2,1.0,1.0,3,6,0,0,1,1,0,1,0,0,10.009827588307454,6.835184586147301,0,1
19692,14.006130917572923,3,2.0,1.0,5,7,0,0,1,1,0,1,0,0,8.946374826141717,7.1308988302963465,1,1
11099,13.607255619143816,3,2.0,1.0,5,6,0,0,1,1,0,1,0,0,9.213933907486313,7.07326971745971,0,1
28778,13.337474757021274,3,1.5,1.0,3,7,0,0,1,1,0,1,0,0,8.881836305004146,6.866933284461882,1,1
29758,13.573438996764546,5,3.0,1.0,3,7,0,0,1,1,0,0,0,0,9.903487552536127,7.560080465021827,1,1
26964,14.508657738524219,3,3.5,2.0,3,10,0,0,1,0,0,0,0,0,12.291332489480997,8.250620082174692,0,1
1721,14.28551418721001,3,2.5,2.0,3,9,0,0,0,0,0,1,0,0,12.291332489480997,8.125630988477065,1,1
11683,14.457364444136669,6,3.0,1.0,5,9,0,0,1,0,0,0,0,0,12.291332489480997,8.009695357742922,1,1
9542,13.9108207377686,3,2.0,2.0,4,8,0,0,1,0,0,0,0,0,11.126571568715077,7.605890001053122,1,1
3147,14.187074114396758,4,3.5,2.0,3,9,0,0,1,0,0,0,0,0,12.672504277783824,7.965545573129992,1,1
5735,13.399995114002609,2,1.0,1.0,3,6,0,0,1,1,0,1,0,0,8.124446855715847,6.813444599510896,0,0
17042,13.664687668229691,3,1.5,1.5,3,6,0,0,1,1,0,1,0,0,8.124446855715847,7.461640392208575,0,1
22768,14.626440774180603,3,2.0,1.0,5,9,0,0,1,1,0,1,0,0,9.883386880829125,7.432483807917119,0,1
26247,13.676248490630767,3,2.0,1.0,4,7,0,0,1,1,0,0,0,1,8.089482474360754,6.917705609835305,0,0
13847,13.550242080349394,2,2.0,1.5,3,7,0,0,1,1,0,0,0,1,8.1886891244442,7.138866999945524,0,1
10721,13.737549016494562,4,2.0,1.0,3,7,0,0,1,1,0,0,0,0,8.166216268592143,6.956545443151569,0,1
28841,14.508657738524219,4,2.5,2.0,3,9,0,0,0,0,0,0,0,0,12.460230250373552,7.982757702011113,0,1
77,14.26019637922572,4,3.0,2.0,3,8,0,0,0,0,0,1,0,0,13.677626850600888,8.11969625295725,1,1
2160,14.912454789531687,5,4.5,2.0,3,11,0,0,0,0,0,0,0,0,13.677626850600888,8.697846691109495,1,1
3420,14.316285845876763,3,3.0,2.0,3,9,0,0,1,0,0,0,0,0,13.731167617528918,8.180320874773685,1,1
27907,13.122363377404328,1,1.0,1.0,3,7,0,0,0,1,0,0,0,0,9.611998241741393,6.253828811575473,0,0
20611,13.623138665316818,3,2.5,1.0,4,7,0,0,1,1,0,0,0,0,8.88723835429314,6.492239835020471,1,1
14081,13.779883380321124,5,2.5,1.5,5,7,0,0,1,1,0,1,0,0,9.345308232386667,7.549609165154532,1,1
9447,13.337474757021274,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0,9.208538750029554,7.162397497355718,0,1
2497,13.9108207377686,5,2.0,1.0,3,7,0,0,0,1,0,0,0,1,9.551515816867964,7.969011781106478,1,0
9475,13.592367006650065,4,2.0,1.0,3,7,0,0,1,1,0,0,0,0,8.865029186687766,6.877296071497429,0,1
28735,13.968231644981937,4,3.0,1.0,3,8,0,0,1,1,0,1,0,0,9.280705634636746,7.299797366758161,1,1
8501,12.856659342105727,3,2.0,1.0,3,8,0,0,1,1,0,0,0,1,11.089912286142134,7.489970898834801,1,1
19476,13.521139497361697,5,1.0,1.0,4,7,0,0,1,1,0,0,0,0,9.893437216682626,7.3777589082278725,1,1
1328,13.41652441595382,4,3.0,1.0,3,8,0,0,1,1,0,0,0,0,8.881836305004146,7.1308988302963465,1,1
17958,13.407542319637992,4,2.0,1.5,4,7,0,0,0,1,0,1,0,0,10.213028959340802,7.365180126021013,0,0
22565,13.68994733498893,3,3.5,2.0,3,8,0,0,0,1,0,1,0,0,9.105313134108476,7.762170607138205,1,0
20360,14.151982794585487,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.895492631451633,7.882314918980268,1,1
22463,13.815510557964274,1,1.0,1.0,3,5,0,0,0,1,0,0,0,0,9.22276289197474,6.29156913955832,0,0
11315,13.652991628466498,4,2.0,1.0,3,7,0,0,0,1,0,1,0,0,8.960596138864794,7.450079569807499,1,1
7567,13.681979165339751,3,3.0,1.0,4,8,0,0,1,1,0,1,0,0,9.259130536145614,7.081708586105575,1,1
13337,13.997832114758229,5,3.0,1.0,3,8,0,0,1,1,0,1,0,0,9.825742203911275,7.3901814282264295,1,1
24274,13.616998641771591,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.927977461002001,7.723120092266331,0,0
11553,13.892471599100402,3,2.5,1.0,4,8,0,0,1,1,0,1,0,0,8.940629184845639,7.215239978730097,1,0
19503,13.737549016494562,3,2.0,1.0,4,8,0,0,0,1,0,0,0,0,8.87066300440602,7.528331766707247,1,1
27734,13.610943392223,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,9.084777149000837,7.620705086838262,1,1
419,14.176675407175859,4,4.0,2.0,3,9,0,0,1,1,0,1,0,0,9.010669176847115,8.04237800517328,1,1
29487,13.681979165339751,3,2.5,1.0,5,6,0,0,0,1,0,0,0,0,8.579792333172758,7.501082124259871,0,1
9248,13.199324418540456,2,1.0,1.0,5,7,0,0,1,0,0,1,0,0,8.930890984450878,6.733401891837359,1,1
22027,13.487006490992238,3,1.0,1.0,3,6,0,0,0,1,0,1,0,0,10.395344401254501,7.07326971745971,0,1
1561,13.458835614025542,2,1.0,1.0,3,7,0,0,0,0,0,0,0,1,10.1226230824528,7.215239978730097,0,1
13755,13.203943364396752,3,1.0,1.0,3,7,0,0,0,0,0,1,0,0,9.210340371976184,7.003065458786462,0,0
15646,13.883169206438088,3,3.0,1.0,4,7,0,0,1,1,0,0,0,0,9.616538544660177,7.286191714702382,1,1
3454,14.115615150414612,4,3.0,2.0,3,8,0,0,1,0,0,1,0,0,9.492507263739853,7.8709295967551425,1,0
1298,14.291744736960645,3,1.5,1.0,4,7,0,0,1,0,0,1,0,0,9.51296031679217,7.687080155783135,1,1
11641,13.82347872761345,4,1.5,1.0,4,7,0,0,1,1,0,0,0,1,10.391423188007874,7.444248649496705,1,1
10715,13.765269341527528,6,2.5,1.0,4,7,0,0,1,1,0,0,0,0,9.209439966733019,7.22983877815125,1,1
6161,13.444446876573442,3,3.0,1.0,4,8,0,0,1,1,0,0,0,0,9.425209786838147,7.286191714702382,1,1
6358,13.567049198665774,3,2.5,1.0,4,8,0,0,1,1,0,1,0,0,9.249561085129464,7.170119543449628,1,1
4376,14.648419680899378,4,4.0,2.0,3,10,0,0,0,1,0,1,0,0,10.69335301197251,8.41847721847708,1,1
4505,14.081943457376882,4,2.5,1.0,5,7,0,0,0,0,0,1,0,0,9.750336373041954,7.615791072035833,0,1
3036,13.367659733359671,3,1.0,1.0,5,6,0,0,0,0,0,0,0,0,9.634823485920109,6.975413927455952,0,1
4402,15.053884789007542,4,4.5,2.0,3,10,0,0,0,0,0,1,0,0,11.557363314400797,8.38022733634308,1,1
14718,14.115615150414612,4,3.0,2.0,3,9,0,0,1,0,0,0,0,0,11.067153854452917,8.070906088787819,0,1
10316,14.789126356457698,4,3.0,1.0,4,8,0,0,0,0,0,0,0,0,10.627648786625242,8.15478757276852,1,1
3738,13.710150042306449,5,3.5,2.0,4,8,0,0,0,0,0,1,0,0,10.83525785525867,8.157657015196472,1,1
29867,13.764217263576723,4,2.5,1.0,4,7,0,0,1,0,0,0,0,0,10.681894577046897,7.2078598714324755,1,1
15340,14.403297222866392,4,5.0,2.0,3,8,0,0,1,0,0,0,0,0,11.31315658497247,8.306472160100585,0,1
29262,13.805460222110773,3,2.5,1.0,3,8,0,0,1,0,0,1,0,0,10.838894401602513,7.31986492980897,1,1
29719,14.067824486578264,3,2.5,2.0,3,9,0,0,0,0,0,0,0,0,10.615162037709958,7.807916628926408,1,1
20492,14.316285845876763,4,2.5,2.0,3,8,0,0,0,0,0,1,0,0,10.674243712423056,7.807916628926408,1,1
11979,14.601692604491408,4,3.5,2.0,3,9,0,0,0,0,0,1,0,0,10.846809623461313,7.926602599181384,0,1
14268,13.394373280461814,2,1.0,1.0,4,6,0,0,0,1,0,0,0,0,8.779557455883728,6.802394763324311,0,1
18096,12.89921982609012,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.411832675758411,7.564757012905729,1,1
3588,13.151922179645874,4,2.5,1.0,3,7,0,0,1,1,0,1,0,0,8.411832675758411,7.122866658599083,1,1
28801,13.180632285528304,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.411832675758411,7.635303886259415,1,1
2099,13.262125319779487,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.411832675758411,7.48605261786314,1,1
21089,13.226723392728571,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.405367376233981,7.539027055823995,1,1
6848,13.180632285528304,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.533263371593732,7.762170607138205,1,1
20773,13.17115354157376,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.53346016388011,7.762170607138205,1,1
12509,13.35426843438711,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.34283980427146,7.851661177889265,1,1
25179,14.115615150414612,4,3.0,1.0,4,8,0,0,1,1,0,0,0,1,9.011889433252344,7.313220387090301,1,0
13624,14.09692301740246,3,3.0,1.0,4,8,0,0,1,1,0,1,0,0,8.917176635955164,7.251344983372214,1,1
21543,12.89921982609012,3,1.0,1.0,3,6,0,0,1,1,0,1,0,0,9.543234787249512,7.22983877815125,0,1
3189,13.142166004700508,2,1.0,1.0,3,5,0,0,1,1,0,0,0,0,8.595819511871428,6.492239835020471,1,0
24272,13.060487973686241,2,1.0,1.0,3,6,0,0,1,1,0,1,0,0,10.09823162932864,6.993932975223189,0,1
3043,13.841178304712852,3,2.5,2.0,3,9,0,0,1,1,0,0,0,0,6.647688373563329,7.029972911706386,0,1
6996,13.976778705560397,3,3.0,1.0,3,8,0,0,1,1,0,1,0,0,8.68946441235669,7.003065458786462,1,0
7851,14.077874822431765,2,1.0,1.0,4,6,0,0,0,1,0,0,0,0,8.434897948689407,6.593044534142437,0,0
17381,13.473020249017498,1,1.5,2.0,3,9,0,0,0,1,0,0,0,0,6.535241271013659,6.633318433280377,0,1
