,price_log,sqft_lot,sqft_above,sqft_garage,sqft_patio,bedrooms,bathrooms,floors,condition_num,extracted_grade_num,waterfront_YES,greenbelt_YES,basement_1.0,sewer_PUBLIC,heat_Electricity/Solar,heat_Gas,heat_Gas/Solar,heat_Oil
22557,13.541073712262515,8391,850,340,0,2,1.0,1.0,4,6,0,0,0,1,0,0,0,0
1151,13.465953081794405,8036,1260,0,60,2,1.0,1.0,3,7,0,0,0,1,0,1,0,0
1643,13.262125319779487,2073,1060,210,0,2,2.5,2.0,3,8,0,0,1,1,0,1,0,0
29331,13.45166712454693,1494,1580,200,30,3,3.5,3.0,3,8,0,0,0,1,0,1,0,0
24559,13.500799813124575,1635,1140,310,160,3,2.5,2.0,3,8,0,0,1,1,0,1,0,0
14017,13.664687668229691,1395,1200,330,80,3,3.0,2.0,3,8,0,0,1,1,0,1,0,0
14180,13.415032991367148,1427,1410,330,80,3,2.5,3.0,3,8,0,0,0,1,0,1,0,0
29688,12.304989948201142,7630,1310,590,160,4,3.0,1.0,5,8,0,0,1,1,0,1,0,0
23051,13.38472764187182,7956,1350,620,440,3,2.5,1.0,5,7,0,0,1,1,0,1,0,0
14664,13.180632285528304,7684,1320,560,320,3,2.5,1.0,4,8,0,0,1,1,0,1,0,0
4765,12.994530005894443,7210,1140,480,430,3,2.5,1.0,5,8,0,0,1,1,0,1,0,0
9617,13.190022025878143,7272,1370,700,330,3,2.5,1.0,4,8,0,0,1,1,0,1,0,0
4191,13.09704556942004,7700,1420,480,230,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
13285,13.190022025878143,7225,1270,490,0,3,2.0,1.0,4,8,0,0,1,1,0,1,0,0
3848,13.181575237036174,7662,1360,600,50,3,2.5,1.0,3,8,0,0,1,1,0,1,0,0
28499,13.270783382522602,8712,1260,570,130,4,2.0,1.0,3,7,0,0,1,0,0,1,0,0
5969,13.199324418540456,9556,1190,460,0,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0
19661,13.551545012129809,10012,2740,460,160,3,3.0,2.0,4,7,0,0,1,1,0,1,0,0
7801,13.244581010128577,11619,1400,0,350,3,2.0,1.5,4,6,0,0,0,0,1,0,0,0
11985,13.486659208474423,11625,1660,570,360,3,2.5,2.0,4,7,0,0,0,0,0,1,0,0
27999,12.959844447906553,22104,960,0,50,3,1.0,1.0,3,6,0,0,1,1,0,1,0,0
15388,13.199324418540456,14049,1230,0,110,3,1.0,1.0,4,7,0,0,0,0,0,1,0,0
29621,13.521139497361697,4266,1510,380,100,3,2.5,2.0,4,7,0,0,0,1,0,1,0,0
23919,13.422467969854667,4779,1720,410,80,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0
367,13.742939865129438,15723,2350,0,270,3,3.0,1.0,3,7,0,0,1,1,0,1,0,0
7535,14.239208434333499,6145,2960,610,100,5,2.5,2.0,3,9,0,0,0,1,0,1,0,0
13777,13.764217263576723,33602,1480,390,340,3,2.0,1.0,3,7,0,1,1,0,0,0,0,0
8101,13.353395730138775,10711,1370,0,560,3,1.0,1.0,3,7,0,0,0,1,0,0,0,0
29495,13.493926933836812,9960,1490,360,600,3,1.0,1.0,3,7,0,0,0,0,0,0,0,0
4825,13.795307850646754,110642,1250,320,250,4,2.0,1.0,3,7,0,0,1,0,0,0,0,0
11023,14.193124737916662,5870,2690,490,260,5,3.0,2.0,3,9,0,0,0,1,0,1,0,0
848,14.240778293368619,8193,2450,500,40,5,3.5,2.0,3,9,0,0,0,1,0,1,0,0
12761,13.190022025878143,11090,1490,460,0,3,2.0,1.0,3,7,0,0,0,1,0,0,0,1
21197,13.036805489042683,12593,1190,0,0,2,2.0,1.0,3,7,0,0,0,1,0,0,0,0
19941,14.247292974389811,5458,2590,440,380,5,4.0,2.0,3,8,0,0,1,1,0,1,0,0
20408,13.785051350479566,251776,1590,340,80,3,1.0,1.0,3,7,0,0,1,0,0,0,0,1
6558,13.527828485512494,11520,1720,360,130,3,2.0,1.0,3,8,0,0,0,1,0,0,0,0
23695,14.73180128983843,40230,2670,0,1020,5,4.0,1.0,3,8,0,0,1,1,0,0,0,0
23696,14.73180128983843,23050,3700,480,0,6,3.0,2.0,3,8,0,0,0,1,0,0,0,0
29998,13.592367006650065,9778,2400,0,400,3,3.0,1.5,3,7,0,0,0,1,0,0,0,0
10874,13.909980384770906,110430,1650,460,0,4,2.0,1.0,4,7,0,0,1,1,0,0,0,0
26616,13.62918097977278,16515,1630,0,160,4,3.0,1.0,2,7,0,0,1,0,0,0,0,0
15234,14.021711388548171,49222,2500,0,820,4,2.5,2.0,3,8,0,0,0,1,0,0,0,0
3996,13.813508555293602,15974,1940,440,540,4,3.0,2.0,3,8,0,0,1,1,0,1,0,0
28283,13.764217263576723,51836,1490,0,0,1,2.0,1.0,3,6,0,0,0,0,0,1,0,0
430,13.617059619240436,11502,1210,440,0,4,1.5,1.0,4,7,0,0,1,0,0,0,0,1
6895,13.658856747918897,11499,1210,570,100,3,2.0,1.0,4,7,0,0,1,0,0,1,0,0
19759,13.190022025878143,10937,720,0,310,2,1.0,1.0,3,6,0,0,0,0,0,0,0,0
28682,13.122363377404328,9486,1200,0,200,3,2.0,1.0,4,7,0,0,1,0,0,1,0,0
7276,13.664687668229691,7520,2810,580,410,5,4.0,2.0,3,9,0,0,0,1,0,1,0,0
28669,13.16158409055761,9612,1090,400,140,3,2.5,1.0,3,7,0,0,1,0,0,1,0,0
8013,13.142166004700508,9660,1100,420,390,3,2.5,1.0,4,7,0,0,1,0,0,1,0,0
326,14.085537695177335,5750,1080,0,144,4,2.0,1.0,5,7,0,0,1,1,0,1,0,0
4355,13.847977748101776,1700,1200,290,350,3,2.5,2.0,3,8,0,0,1,1,0,0,0,0
22736,13.527828485512494,1652,1000,0,80,3,2.0,2.0,3,8,0,0,1,1,0,1,0,0
15626,13.800396920154226,682585,3390,1020,1000,3,2.5,2.0,3,9,0,0,1,0,0,0,0,0
28489,13.623138665316818,133729,2100,580,350,4,3.0,1.0,3,8,0,0,0,0,0,0,0,0
17428,14.702619616474848,8107,3000,480,90,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0
14291,14.43662399827873,18170,3200,950,560,4,2.5,2.0,3,11,0,1,0,1,0,0,0,0
18453,14.557447902693651,18801,3830,920,880,4,3.5,3.0,3,11,0,1,0,1,0,0,0,0
23076,15.009433026436708,324003,1050,0,100,1,1.5,1.5,3,7,0,0,0,0,0,0,0,0
23077,15.009433026436708,199056,3810,0,140,8,4.0,1.0,3,6,0,0,0,0,0,0,0,0
8196,13.39239051461739,113888,1684,476,192,1,2.0,2.0,3,6,0,0,0,0,0,0,0,0
12386,15.013213749276614,125452,6245,1056,100,3,2.5,2.0,3,11,1,0,1,0,0,1,0,0
1945,13.676249640055394,15344,1760,460,30,3,2.5,1.0,3,8,0,0,0,0,0,1,0,0
904,13.805409715784844,12367,1004,0,486,3,2.0,2.0,4,8,1,0,1,0,0,1,0,0
8548,13.715690222682063,38933,1830,0,420,3,2.5,1.0,4,9,0,0,1,0,0,1,0,0
16242,14.058456736574664,765753,2280,580,690,4,3.0,1.0,3,9,0,0,1,0,0,0,0,0
17184,13.57088797497294,35245,1580,0,244,3,3.0,1.0,3,7,0,0,1,0,0,1,0,0
27039,13.493926933836812,216493,1450,0,110,3,1.5,1.0,2,7,0,0,0,0,0,0,0,0
10814,12.90669184092882,36797,1010,0,190,2,1.0,1.0,4,6,0,0,0,0,0,0,0,0
16080,13.864300722133706,121968,2750,0,800,5,4.0,1.0,4,9,0,0,0,0,0,0,0,0
12956,13.049792684569493,108900,1100,480,360,3,2.0,1.0,4,7,0,0,1,0,0,0,0,0
12877,13.513053199930338,29634,1550,490,340,3,2.0,1.0,4,8,0,0,0,0,0,0,0,0
10473,13.458835614025542,131115,1120,0,190,3,1.0,1.0,4,7,0,0,0,0,0,0,0,0
29332,13.592304504696857,31238,2180,520,490,3,2.5,2.0,3,8,0,0,1,0,0,0,0,0
25028,13.652991628466498,223027,1720,590,400,3,3.0,1.0,3,7,0,0,1,0,0,0,0,0
9657,13.091904169919621,11325,1120,0,0,3,1.0,1.0,4,7,0,0,0,0,0,0,0,0
27331,12.165250651009918,167270,1530,0,200,3,1.5,1.0,3,6,0,0,1,0,0,0,0,1
11286,13.937728190688523,499633,1820,0,1700,2,1.5,1.5,3,8,0,0,1,0,0,0,0,0
7398,14.430696197054507,240451,2390,520,0,5,3.0,1.0,3,9,0,0,1,0,0,1,0,0
16356,14.268812995486599,5000,1440,0,190,3,2.0,2.0,3,7,0,0,1,1,0,1,0,0
26725,12.948009990259552,7424,480,0,60,1,1.0,1.0,3,4,0,0,0,1,0,0,0,0
22978,13.592367006650065,7679,1670,0,0,3,1.0,1.5,4,7,0,0,0,1,0,0,0,0
10203,13.547631112808673,8160,940,0,0,2,1.5,1.5,4,6,0,0,1,1,0,0,0,1
1454,13.263862939678027,8160,1220,500,100,3,2.0,1.0,3,7,0,0,1,1,0,0,0,0
4026,12.611537753638338,6867,760,0,0,2,1.0,1.0,3,6,0,0,0,1,0,0,0,1
15861,13.573438996764546,8160,1260,0,0,4,2.0,1.0,4,7,0,0,1,1,0,0,0,1
11391,13.130331547053506,8160,810,0,0,2,1.0,1.0,3,6,0,0,0,1,0,0,0,1
7709,13.017002861746503,9100,720,0,0,2,1.0,1.0,3,6,0,0,0,1,0,0,0,0
3791,13.77468856344402,10120,1580,0,0,2,2.0,1.0,3,7,0,0,1,1,0,0,0,1
6263,13.071070083016778,9120,710,0,220,2,1.0,1.0,3,5,0,0,0,1,0,0,0,0
25589,13.217673557208654,6000,880,310,0,3,1.0,1.0,4,7,0,0,0,1,0,0,0,0
21461,13.480037821676145,10000,1570,0,0,5,2.0,1.0,4,6,0,0,0,1,0,0,0,0
8549,13.38472764187182,11554,550,0,100,1,1.0,1.0,3,5,0,0,0,1,0,0,0,0
19774,13.785051350479566,7659,1050,300,0,3,2.0,1.0,5,7,0,0,1,1,0,0,0,0
20212,13.132313708257497,8010,1820,250,60,4,2.0,1.0,3,7,0,0,0,1,0,1,0,0
2259,13.457406021215947,22244,930,0,200,2,1.0,1.0,3,6,0,0,1,1,0,1,0,0
19692,14.006130917572923,7680,1250,350,230,3,2.0,1.0,5,7,0,0,1,1,0,1,0,0
11099,13.607255619143816,10036,1180,0,200,3,2.0,1.0,5,6,0,0,1,1,0,1,0,0
28778,13.337474757021274,7200,960,280,150,3,1.5,1.0,3,7,0,0,1,1,0,1,0,0
29758,13.573438996764546,20000,1920,580,480,5,3.0,1.0,3,7,0,0,1,1,0,0,0,0
26964,14.508657738524219,217800,3830,0,470,3,3.5,2.0,3,10,0,0,1,0,0,0,0,0
1721,14.28551418721001,217800,3380,1250,100,3,2.5,2.0,3,9,0,0,0,0,0,1,0,0
11683,14.457364444136669,217800,3010,1210,1240,6,3.0,1.0,5,9,0,0,1,0,0,0,0,0
9542,13.9108207377686,67953,2010,530,300,3,2.0,2.0,4,8,0,0,1,0,0,0,0,0
3147,14.187074114396758,318859,2880,930,900,4,3.5,2.0,3,9,0,0,1,0,0,0,0,0
5735,13.399995114002609,3376,910,0,0,2,1.0,1.0,3,6,0,0,1,1,0,1,0,0
17042,13.664687668229691,3376,1740,0,160,3,1.5,1.5,3,6,0,0,1,1,0,1,0,0
22768,14.626440774180603,19602,1690,0,690,3,2.0,1.0,5,9,0,0,1,1,0,1,0,0
26247,13.676248490630767,3260,1010,0,0,3,2.0,1.0,4,7,0,0,1,1,0,0,0,1
13847,13.550242080349394,3600,1260,0,40,2,2.0,1.5,3,7,0,0,1,1,0,0,0,1
10721,13.737549016494562,3520,1050,0,40,4,2.0,1.0,3,7,0,0,1,1,0,0,0,0
28841,14.508657738524219,257875,2930,0,690,4,2.5,2.0,3,9,0,0,0,0,0,0,0,0
77,14.26019637922572,871200,3360,950,350,4,3.0,2.0,3,8,0,0,0,0,0,1,0,0
2160,14.912454789531687,871200,5990,1700,390,5,4.5,2.0,3,11,0,0,0,0,0,0,0,0
3420,14.316285845876763,919116,3570,650,1250,3,3.0,2.0,3,9,0,0,1,0,0,0,0,0
27907,13.122363377404328,14943,520,0,0,1,1.0,1.0,3,7,0,0,0,1,0,0,0,0
20611,13.623138665316818,7239,660,460,80,3,2.5,1.0,4,7,0,0,1,1,0,0,0,0
14081,13.779883380321124,11445,1900,400,230,5,2.5,1.5,5,7,0,0,1,1,0,1,0,0
9447,13.337474757021274,9982,1290,0,380,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0
2497,13.9108207377686,14066,2890,900,0,5,2.0,1.0,3,7,0,0,0,1,0,0,0,1
9475,13.592367006650065,7080,970,0,80,4,2.0,1.0,3,7,0,0,1,1,0,0,0,0
28735,13.968231644981937,10729,1480,620,270,4,3.0,1.0,3,8,0,0,1,1,0,1,0,0
8501,12.856659342105727,65507,1790,530,100,3,2.0,1.0,3,8,0,0,1,1,0,0,0,1
19476,13.521139497361697,19800,1600,510,610,5,1.0,1.0,4,7,0,0,1,1,0,0,0,0
1328,13.41652441595382,7200,1250,560,820,4,3.0,1.0,3,8,0,0,1,1,0,0,0,0
17958,13.407542319637992,27256,1580,0,0,4,2.0,1.5,4,7,0,0,0,1,0,1,0,0
22565,13.68994733498893,9003,2350,640,0,3,3.5,2.0,3,8,0,0,0,1,0,1,0,0
20360,14.151982794585487,7299,2650,760,460,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0
22463,13.815510557964274,10125,540,0,0,1,1.0,1.0,3,5,0,0,0,1,0,0,0,0
11315,13.652991628466498,7790,1720,210,60,4,2.0,1.0,3,7,0,0,0,1,0,1,0,0
7567,13.681979165339751,10500,1190,440,320,3,3.0,1.0,4,8,0,0,1,1,0,1,0,0
13337,13.997832114758229,18504,1620,540,1080,5,3.0,1.0,3,8,0,0,1,1,0,1,0,0
24274,13.616998641771591,7540,2260,0,0,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0
11553,13.892471599100402,7636,1360,580,0,3,2.5,1.0,4,8,0,0,1,1,0,1,0,0
19503,13.737549016494562,7120,1860,480,60,3,2.0,1.0,4,8,0,0,0,1,0,0,0,0
27734,13.610943392223,8820,2040,580,340,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0
419,14.176675407175859,8190,3110,600,1010,4,4.0,2.0,3,9,0,0,1,1,0,1,0,0
29487,13.681979165339751,5323,1810,0,40,3,2.5,1.0,5,6,0,0,0,1,0,0,0,0
9248,13.199324418540456,7562,840,190,130,2,1.0,1.0,5,7,0,0,1,0,0,1,0,0
22027,13.487006490992238,32707,1180,0,170,3,1.0,1.0,3,6,0,0,0,1,0,1,0,0
1561,13.458835614025542,24900,1360,0,290,2,1.0,1.0,3,7,0,0,0,0,0,0,0,1
13755,13.203943364396752,10000,1100,0,0,3,1.0,1.0,3,7,0,0,0,0,0,1,0,0
15646,13.883169206438088,15011,1460,930,500,3,3.0,1.0,4,7,0,0,1,1,0,0,0,0
3454,14.115615150414612,13260,2620,740,0,4,3.0,2.0,3,8,0,0,1,0,0,1,0,0
1298,14.291744736960645,13534,2180,550,800,3,1.5,1.0,4,7,0,0,1,0,0,1,0,0
11641,13.82347872761345,32579,1710,480,410,4,1.5,1.0,4,7,0,0,1,1,0,0,0,1
10715,13.765269341527528,9991,1380,440,70,6,2.5,1.0,4,7,0,0,1,1,0,0,0,0
6161,13.444446876573442,12397,1460,570,260,3,3.0,1.0,4,8,0,0,1,1,0,0,0,0
6358,13.567049198665774,10400,1300,300,190,3,2.5,1.0,4,8,0,0,1,1,0,1,0,0
4376,14.648419680899378,44062,4530,1000,370,4,4.0,2.0,3,10,0,0,0,1,0,1,0,0
4505,14.081943457376882,17160,2030,0,360,4,2.5,1.0,5,7,0,0,0,0,0,1,0,0
3036,13.367659733359671,15288,1070,0,450,3,1.0,1.0,5,6,0,0,0,0,0,0,0,0
4402,15.053884789007542,104544,4360,1460,220,4,4.5,2.0,3,10,0,0,0,0,0,1,0,0
14718,14.115615150414612,64033,3200,0,510,4,3.0,2.0,3,9,0,0,1,0,0,0,0,0
10316,14.789126356457698,41260,3480,730,110,4,3.0,1.0,4,8,0,0,0,0,0,0,0,0
3738,13.710150042306449,50780,3490,1140,220,5,3.5,2.0,4,8,0,0,0,0,0,1,0,0
29867,13.764217263576723,43560,1350,470,660,4,2.5,1.0,4,7,0,0,1,0,0,0,0,0
15340,14.403297222866392,81892,4050,0,1220,4,5.0,2.0,3,8,0,0,1,0,0,0,0,0
29262,13.805460222110773,50965,1510,410,400,3,2.5,1.0,3,8,0,0,1,0,0,1,0,0
29719,14.067824486578264,40748,2460,720,490,3,2.5,2.0,3,9,0,0,0,0,0,0,0,0
20492,14.316285845876763,43228,2460,680,360,4,2.5,2.0,3,8,0,0,0,0,0,1,0,0
11979,14.601692604491408,51370,2770,0,930,4,3.5,2.0,3,9,0,0,0,0,0,1,0,0
14268,13.394373280461814,6500,900,0,250,2,1.0,1.0,4,6,0,0,0,1,0,0,0,0
18096,12.89921982609012,4500,1929,402,50,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0
3588,13.151922179645874,4500,1240,500,130,4,2.5,1.0,3,7,0,0,1,1,0,1,0,0
28801,13.180632285528304,4500,2070,420,45,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0
2099,13.262125319779487,4500,1783,395,60,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0
21089,13.226723392728571,4471,1880,410,60,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0
6848,13.180632285528304,5081,2350,400,70,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0
20773,13.17115354157376,5082,2350,400,70,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0
12509,13.35426843438711,4200,2570,380,180,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
25179,14.115615150414612,8200,1500,640,0,4,3.0,1.0,4,8,0,0,1,1,0,0,0,1
13624,14.09692301740246,7459,1410,400,190,3,3.0,1.0,4,8,0,0,1,1,0,1,0,0
21543,12.89921982609012,13950,1380,0,100,3,1.0,1.0,3,6,0,0,1,1,0,1,0,0
3189,13.142166004700508,5409,660,480,0,2,1.0,1.0,3,5,0,0,1,1,0,0,0,0
24272,13.060487973686241,24300,1090,0,140,2,1.0,1.0,3,6,0,0,1,1,0,1,0,0
3043,13.841178304712852,771,1130,0,480,3,2.5,2.0,3,9,0,0,1,1,0,0,0,0
6996,13.976778705560397,5940,1100,220,0,3,3.0,1.0,3,8,0,0,1,1,0,1,0,0
7851,14.077874822431765,4605,730,0,0,2,1.0,1.0,4,6,0,0,0,1,0,0,0,0
17381,13.473020249017498,689,760,0,170,1,1.5,2.0,3,9,0,0,0,1,0,0,0,0
4818,13.981024996441848,700,840,0,390,2,2.5,2.0,3,9,0,0,1,1,0,0,0,0
17496,13.997832114758229,1251,1100,180,520,3,2.5,2.0,3,9,0,0,1,1,0,1,0,0
28383,13.997832114758229,949,1040,0,400,3,2.5,2.0,3,9,0,0,1,1,0,1,0,0
26031,13.845069360205818,2227,960,0,400,3,2.5,2.0,3,9,0,0,1,1,0,1,0,0
8163,13.881298298502276,2173,960,0,400,3,2.5,2.0,3,9,0,0,1,1,0,1,0,0
24786,14.316285845876763,3450,2090,0,410,4,4.0,2.0,3,9,0,0,1,1,0,1,0,0
17138,14.643188631481825,6476,1080,0,200,5,2.0,1.0,2,6,0,0,1,1,0,1,0,0
17139,14.643188631481825,8924,1010,400,280,3,1.5,1.0,2,6,0,0,1,1,0,0,0,1
22144,14.331323723241304,6000,1780,420,0,4,3.0,1.0,3,8,0,0,1,1,0,0,1,0
11404,14.081714365022162,5068,1080,200,720,3,2.0,1.0,3,7,0,0,1,1,0,1,0,0
14203,14.120786938817005,2800,1480,0,400,3,3.0,2.0,3,8,0,0,1,1,0,1,0,0
11998,13.737549016494562,1254,1320,230,760,2,3.5,2.0,3,8,0,0,1,1,0,1,0,0
28659,13.864300722133706,11050,1280,0,70,4,2.0,1.0,3,8,0,0,1,1,0,0,0,1
24994,14.493544100714171,7494,2640,520,250,5,4.5,2.0,5,7,0,0,1,1,0,1,0,0
28254,14.122995257712235,1496,1580,300,630,3,2.5,2.0,3,9,0,0,1,1,0,0,0,0
22076,14.403297222866392,13345,2460,0,450,4,3.5,2.0,3,10,0,0,1,1,0,1,0,0
20847,14.723769118141165,4480,2520,400,660,4,3.5,2.0,3,10,0,0,1,1,0,0,0,0
25089,14.603967918328545,9154,2850,590,280,3,2.5,2.0,4,10,0,0,0,1,0,1,0,0
266,13.753635154246187,2192,1770,350,90,4,3.5,2.0,3,8,0,0,1,1,0,0,0,0
2431,13.66788024096025,10500,1240,0,0,3,1.5,1.0,4,7,0,0,1,1,0,1,0,0
25848,13.732128949025222,6760,1320,430,780,3,2.0,1.0,4,7,0,0,0,1,0,0,0,1
2659,13.38472764187182,8060,540,0,0,1,1.0,1.0,3,5,0,0,0,1,0,0,0,0
6018,13.64709190633931,8265,1280,530,0,4,3.0,1.0,4,8,0,0,1,1,0,0,0,1
2732,13.38472764187182,7540,1420,390,0,4,2.0,1.5,3,7,0,0,1,1,0,0,0,0
13230,13.864300722133706,9135,1180,380,340,2,2.0,2.0,3,7,0,0,1,1,0,0,0,0
25847,13.652991628466498,7350,1250,550,100,4,3.0,1.0,4,7,0,0,1,1,0,0,0,0
16898,13.779883380321124,12069,1950,0,0,2,2.0,1.0,4,7,1,0,0,1,0,0,0,0
26793,12.628067055589549,6273,2090,0,110,5,1.0,1.5,4,6,0,0,0,1,0,1,0,0
7555,13.652991628466498,4363,790,0,150,2,1.0,1.0,5,7,0,0,1,1,0,0,0,1
24735,13.664687668229691,4400,750,0,0,2,2.0,1.0,4,6,0,0,0,1,0,1,0,0
30081,13.864300722133706,6400,2380,0,220,4,2.0,2.0,3,7,0,0,0,1,0,0,0,0
9215,13.62668630439104,7229,2590,720,60,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
4951,13.199324418540456,1899,1060,250,30,3,3.5,2.0,3,8,0,0,1,1,0,1,0,0
4972,14.169682371684887,9315,3160,0,150,7,3.5,2.0,3,8,0,0,0,1,0,1,0,0
21765,12.959844447906553,6880,550,0,0,2,1.0,1.0,5,5,0,0,0,1,0,0,0,0
2194,12.994530005894443,6000,1280,310,150,2,1.0,1.0,3,6,0,0,0,1,0,1,0,0
1865,13.049792684569493,6000,720,0,0,2,1.0,1.0,3,5,0,0,0,0,0,0,0,0
25430,12.871334622600584,4500,840,0,80,2,1.0,1.0,4,6,0,0,0,1,0,1,0,0
12249,12.80765263256463,4500,750,0,0,3,1.0,1.0,3,6,0,0,0,0,0,1,0,0
1974,13.686540176667314,6000,2900,380,90,6,3.0,2.0,3,8,0,0,0,1,0,1,0,0
16946,12.429216196844383,9000,1420,0,0,2,1.0,1.0,3,4,0,0,0,1,0,0,0,0
7655,12.994530005894443,6000,990,0,0,2,2.0,1.0,5,5,0,0,0,1,0,0,0,0
5363,13.58609739363647,8445,2620,480,190,5,2.5,2.5,3,9,0,0,0,1,0,1,0,0
26925,12.771386454580234,5592,1220,0,0,3,1.0,1.0,3,6,0,0,0,0,0,1,0,0
20837,13.023537023097434,4350,910,0,100,3,1.0,1.0,5,6,0,0,0,1,0,0,0,0
5636,13.017002861746503,14500,940,300,0,2,1.0,1.0,3,7,0,0,0,0,0,0,0,0
14699,13.235692062711331,21100,1220,0,240,2,1.0,1.5,3,6,0,0,1,0,0,1,0,0
29501,13.122363377404328,6500,1210,0,0,3,1.0,1.0,5,6,0,0,0,0,0,1,0,0
11019,13.38472764187182,9025,1650,0,120,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0
4300,10.871421517562121,15600,1350,480,230,3,2.0,1.0,3,7,0,0,1,0,0,0,0,1
26390,14.169682371684887,4773,2340,420,0,4,3.5,2.0,3,9,0,0,1,1,0,1,0,0
23994,14.237504968023648,7113,2980,500,40,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
29997,14.038654109278484,6826,2570,470,0,3,2.5,2.0,3,9,0,0,0,1,0,1,0,0
9899,13.865109918455559,6253,2930,460,80,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
13035,14.357834848789636,7198,1670,550,110,3,2.5,1.0,4,8,0,0,1,1,0,0,0,0
26721,13.881298298502276,5590,2110,0,400,3,3.0,3.0,5,8,0,0,0,1,0,0,0,1
23874,14.090184135642808,5000,3274,400,210,5,2.5,2.0,3,9,0,0,0,1,0,1,0,0
14350,14.159744026724802,5000,3560,440,170,5,4.5,2.0,3,9,0,0,0,1,0,1,0,0
7865,14.151982794585487,4694,2523,500,200,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
4522,14.077874822431765,5574,3259,460,236,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
15697,13.81451005763069,5000,2897,420,155,3,2.5,2.0,3,9,0,0,0,1,0,1,0,0
9562,13.963760721074003,5210,2523,500,200,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
11334,14.034642071808623,5999,3259,460,264,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
7343,13.977459324950292,7218,3416,450,155,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
8750,13.89510331827283,6705,3954,476,239,4,4.5,2.0,3,9,0,0,0,1,0,1,0,0
29593,13.849396876190594,5000,3600,440,170,5,4.5,2.0,3,9,0,0,0,1,0,1,0,0
4936,13.769271836095912,5000,2909,425,155,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
29940,13.872095029352982,5019,3354,420,235,5,2.5,2.0,3,9,0,0,0,1,0,1,0,0
21858,13.869985485584705,4834,2960,450,215,4,4.5,2.0,3,9,0,0,0,1,0,1,0,0
18736,13.986136486759658,5000,3938,452,284,4,4.5,2.0,3,9,0,0,0,1,0,1,0,0
25253,14.089343421305404,5000,3423,450,155,4,4.5,2.0,3,9,0,0,0,1,0,1,0,0
20742,14.174276713794418,5000,3954,476,239,4,4.5,2.0,3,9,0,0,0,1,0,1,0,0
8833,13.96771219678736,5000,3560,440,170,5,4.5,2.0,3,9,0,0,0,1,0,1,0,0
25192,13.983483835424886,5000,3954,476,239,4,4.5,2.0,3,9,0,0,0,1,0,1,0,0
26353,14.114870428733802,5000,3954,476,239,4,4.5,2.0,3,9,0,0,0,1,0,1,0,0
23802,14.121523587100778,5000,3416,450,155,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
12934,14.20077295875492,5000,3954,476,239,4,4.5,2.0,3,9,0,0,0,1,0,1,0,0
25942,14.085533878376157,5000,3150,420,235,5,2.5,2.0,3,9,0,0,0,1,0,1,0,0
21131,15.075390994228506,10926,3980,470,230,5,4.5,2.0,3,10,0,0,0,1,0,1,0,0
25709,14.038654109278484,10125,2660,670,400,4,2.5,2.0,4,9,0,0,0,1,0,1,0,0
3370,14.392123922268269,9525,1800,460,140,4,2.5,1.0,4,8,0,0,0,1,0,1,0,0
29482,14.444119217386648,10125,2040,570,770,4,3.0,1.0,4,8,0,0,1,1,0,1,0,0
1375,14.914122846632385,10125,2900,440,190,4,3.5,2.0,4,8,0,0,0,1,0,1,0,0
1796,15.159679992783493,10125,3310,700,600,5,5.0,2.0,3,11,0,0,1,1,0,1,0,0
19962,13.94214320889764,6172,680,0,100,3,1.5,1.0,4,7,0,0,1,1,0,0,0,0
25000,14.53481269600107,15558,1780,240,0,3,2.0,1.0,4,8,0,0,1,1,0,1,0,0
11475,13.345506928718539,10063,2610,600,100,4,2.0,2.0,3,8,0,0,0,1,0,1,0,0
17663,14.115615150414612,14638,1050,0,290,4,3.5,1.5,4,9,0,0,1,1,0,0,0,0
17703,15.068273526459642,9763,1920,550,430,3,2.5,1.0,3,11,0,0,1,1,0,1,0,0
2799,14.983337915653857,8442,1450,0,170,4,2.0,1.0,3,7,0,0,1,1,0,1,0,0
